Start,Target,1004,1005,1008,1010,1011,1013,1017,1018,1019,1021,1022,1023,1054,1055,1056,1057,1058,1068,1069,1072,1073,1074,1075,1077,1079,1080
TaskBuilding_35,Building_66,2.0,3.0,4.0,4.0,4.0,3.0,7.0,1.0,7.0,0.0,5.0,3.0,5.0,2.0,5.0,0.0,4.0,2.0,1.0,6.0,4.0,6.0,11.0,1.0,3.0,8.0
TaskBuilding_35,Building_57,4.0,1.0,1.0,3.0,5.0,,3.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,3.0,5.0,2.0,3.0,1.0,3.0
TaskBuilding_35,Building_90,9.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,5.0,5.0,3.0,6.0,2.0,3.0,6.0,5.0,10.0,6.0,3.0,8.0,2.0,8.0,5.0,2.0,1.0,4.0
TaskBuilding_35,House_10,10.0,9.0,10.0,11.0,12.0,11.0,13.0,6.0,14.0,10.0,8.0,14.0,5.0,8.0,6.0,6.0,15.0,11.0,8.0,14.0,10.0,18.0,10.0,10.0,7.0,11.0
TaskBuilding_35,Windmill-TaskBuilding_10_1,8.0,6.0,6.0,10.0,7.0,6.0,11.0,2.0,6.0,9.0,10.0,12.0,8.0,10.0,12.0,7.0,10.0,11.0,5.0,13.0,10.0,18.0,8.0,3.0,6.0,7.0
TaskBuilding_35,TaskBuilding_9,6.0,7.0,4.0,8.0,6.0,7.0,10.0,3.0,6.0,6.0,9.0,12.0,8.0,7.0,4.0,3.0,14.0,11.0,8.0,7.0,5.0,8.0,8.0,7.0,6.0,9.0
TaskBuilding_35,Building_58,2.0,1.0,1.0,4.0,5.0,1.0,5.0,2.0,1.0,,7.0,3.0,5.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,,1.0,1.0,2.0,5.0,4.0
TaskBuilding_35,HighSilo-TaskBuilding_49,9.0,12.0,21.0,18.0,19.0,15.0,16.0,6.0,23.0,13.0,20.0,11.0,9.0,11.0,16.0,6.0,22.0,11.0,14.0,31.0,11.0,18.0,15.0,7.0,7.0,14.0
TaskBuilding_35,Building_71,7.0,3.0,5.0,10.0,7.0,7.0,10.0,2.0,6.0,1.0,5.0,13.0,5.0,6.0,3.0,5.0,8.0,7.0,4.0,10.0,7.0,11.0,10.0,4.0,5.0,7.0
TaskBuilding_35,Building_81,4.0,2.0,5.0,4.0,8.0,6.0,4.0,1.0,5.0,2.0,6.0,9.0,5.0,,2.0,2.0,3.0,6.0,5.0,10.0,5.0,7.0,3.0,1.0,3.0,5.0
TaskBuilding_35,Building_62,3.0,3.0,2.0,5.0,4.0,6.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,6.0,1.0,8.0,2.0,4.0,3.0,2.0
TaskBuilding_35,Building_63,7.0,2.0,3.0,6.0,6.0,9.0,8.0,2.0,6.0,6.0,9.0,5.0,8.0,1.0,2.0,0.0,10.0,8.0,3.0,9.0,4.0,5.0,5.0,6.0,1.0,5.0
TaskBuilding_35,Building_68,3.0,5.0,3.0,5.0,5.0,4.0,6.0,2.0,2.0,4.0,7.0,6.0,4.0,6.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,8.0,6.0,4.0,1.0,5.0
TaskBuilding_35,Building_65,4.0,1.0,2.0,5.0,1.0,3.0,3.0,,,,2.0,2.0,4.0,3.0,0.0,,3.0,1.0,,3.0,1.0,4.0,3.0,0.0,3.0,2.0
TaskBuilding_35,Building_61,4.0,,,5.0,5.0,6.0,4.0,1.0,4.0,2.0,4.0,1.0,5.0,4.0,5.0,2.0,6.0,4.0,5.0,6.0,2.0,7.0,4.0,4.0,3.0,6.0
TaskBuilding_35,Building_75,7.0,2.0,6.0,4.0,5.0,4.0,6.0,4.0,4.0,3.0,6.0,4.0,2.0,4.0,7.0,4.0,7.0,3.0,4.0,8.0,10.0,8.0,8.0,6.0,4.0,4.0
TaskBuilding_35,Garage_86,2.0,2.0,1.0,5.0,2.0,5.0,3.0,2.0,3.0,5.0,6.0,5.0,1.0,,4.0,,3.0,5.0,4.0,5.0,3.0,7.0,2.0,2.0,1.0,1.0
TaskBuilding_35,Building_89,5.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,5.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,6.0,7.0,2.0,9.0,3.0,5.0,7.0,3.0,1.0,3.0
TaskBuilding_35,Building_72,6.0,4.0,5.0,6.0,3.0,6.0,9.0,3.0,7.0,6.0,5.0,10.0,8.0,4.0,4.0,5.0,10.0,7.0,2.0,5.0,3.0,10.0,7.0,6.0,2.0,6.0
TaskBuilding_35,Building_74,8.0,10.0,8.0,4.0,8.0,8.0,9.0,4.0,7.0,4.0,4.0,9.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,5.0,9.0,8.0,8.0,4.0,6.0
TaskBuilding_35,Building_73,6.0,3.0,4.0,4.0,5.0,6.0,8.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0,6.0,6.0,3.0,5.0,7.0,7.0,5.0,4.0,2.0,5.0
TaskBuilding_35,Building_82,5.0,1.0,7.0,2.0,4.0,8.0,4.0,,3.0,3.0,2.0,8.0,1.0,1.0,4.0,2.0,6.0,4.0,4.0,13.0,7.0,6.0,7.0,4.0,2.0,2.0
TaskBuilding_35,TaskBuilding_14,8.0,5.0,12.0,7.0,14.0,8.0,16.0,7.0,11.0,13.0,6.0,16.0,5.0,6.0,5.0,8.0,13.0,7.0,4.0,18.0,14.0,18.0,12.0,6.0,8.0,5.0
TaskBuilding_35,Building_91,9.0,4.0,7.0,10.0,7.0,7.0,8.0,3.0,7.0,5.0,6.0,11.0,3.0,8.0,7.0,5.0,8.0,11.0,5.0,14.0,7.0,13.0,13.0,4.0,3.0,7.0
