ColliderName,Samples,Index
Building_158,23,1546
NoHouse,22,1547
Building_158,77,1548
Building_101,101,1549
NoHouse,27,1550
TaskBuilding_23,2,1551
NoHouse,4,1552
NoHit,2,1553
TaskBuilding_23,26,1554
NoHouse,121,1555
TaskBuilding_23,3,1556
NoHouse,19,1557
TaskBuilding_27,88,1558
NoHouse,6,1559
TaskBuilding_27,27,1560
NoHouse,27,1561
Building_101,18,1562
NoHouse,10,1563
Building_109,2,1564
NoHouse,23,1565
Building_101,55,1566
NoHit,2,1567
Building_109,26,1568
TaskBuilding_28,2,1569
Building_109,2,1570
TaskBuilding_28,2,1571
Building_109,2,1572
TaskBuilding_27,7,1573
NoHouse,39,1574
Building_86,2,1575
NoHouse,1,1576
NoHit,1,1577
TaskBuilding_23,4,1578
Building_74,2,1579
Building_94,2,1580
House_10,2,1581
NoHouse,11,1582
Building_94,2,1583
NoHouse,2,1584
Building_94,25,1585
NoHouse,7,1586
Building_94,20,1587
NoHouse,2,1588
Building_94,17,1589
NoHouse,2,1590
TaskBuilding_19,2,1591
NoHouse,2,1592
TaskBuilding_19,6,1593
NoHouse,3,1594
TaskBuilding_19,5,1595
NoHouse,6,1596
TaskBuilding_19,13,1597
NoHouse,31,1598
TaskBuilding_19,20,1599
NoHouse,2,1600
TaskBuilding_19,13,1601
NoHouse,16,1602
TaskBuilding_19,2,1603
NoHouse,4,1604
TaskBuilding_19,7,1605
NoHouse,2,1606
TaskBuilding_19,108,1607
NoHouse,2,1608
TaskBuilding_19,7,1609
NoHouse,3,1610
TaskBuilding_19,14,1611
NoHouse,2,1612
TaskBuilding_19,2,1613
NoHouse,2,1614
TaskBuilding_19,3,1615
NoHouse,14,1616
TaskBuilding_19,8,1617
NoHouse,6,1618
TaskBuilding_19,2,1619
NoHouse,2,1620
Building_94,2,1621
NoHouse,19,1622
Building_94,5,1623
NoHouse,2,1624
Building_94,4,1625
NoHouse,2,1626
Building_94,4,1627
NoHouse,23,1628
TaskBuilding_19,4,1629
NoHouse,1,1630
TaskBuilding_19,93,1631
NoHouse,38,1632
TaskBuilding_19,3,1633
NoHouse,23,1634
TaskBuilding_19,12,1635
NoHouse,2,1636
TaskBuilding_19,2,1637
NoHouse,2,1638
TaskBuilding_19,9,1639
NoHouse,50,1640
TaskBuilding_19,12,1641
NoHouse,35,1642
TaskBuilding_19,59,1643
Building_94,13,1644
NoHouse,8,1645
Building_94,9,1646
NoHouse,2,1647
Building_94,40,1648
NoHouse,2,1649
Building_94,4,1650
NoHouse,2,1651
Building_94,4,1652
TaskBuilding_18,2,1653
Building_96,16,1654
NoHouse,4,1655
TaskBuilding_18,7,1656
Building_96,4,1657
NoHouse,2,1658
Building_96,4,1659
NoHouse,2,1660
TaskBuilding_18,2,1661
NoHouse,6,1662
TaskBuilding_18,4,1663
Building_94,18,1664
NoHouse,1,1665
Building_94,3,1666
NoHouse,1,1667
Building_94,4,1668
NoHouse,2,1669
TaskBuilding_18,28,1670
NoHouse,4,1671
TaskBuilding_23,51,1672
NoHouse,2,1673
TaskBuilding_23,2,1674
NoHouse,9,1675
TaskBuilding_23,13,1676
NoHouse,4,1677
TaskBuilding_23,2,1678
NoHouse,22,1679
TaskBuilding_23,6,1680
NoHouse,5,1681
Building_97,4,1682
TaskBuilding_26,1,1683
Building_97,20,1684
NoHouse,34,1685
TaskBuilding_26,2,1686
NoHouse,21,1687
TaskBuilding_23,2,1688
NoHouse,4,1689
TaskBuilding_23,2,1690
NoHouse,2,1691
TaskBuilding_23,2,1692
NoHouse,5,1693
TaskBuilding_23,5,1694
NoHouse,1,1695
TaskBuilding_23,4,1696
NoHouse,3,1697
TaskBuilding_23,112,1698
NoHit,2,1699
NoHouse,44,1700
NoHit,2,1701
Building_96,2,1702
NoHouse,32,1703
TaskBuilding_23,58,1704
NoHouse,35,1705
Building_96,37,1706
NoHouse,69,1707
TaskBuilding_23,179,1708
NoHouse,2,1709
TaskBuilding_23,266,1710
Building_86,2,1711
TaskBuilding_23,2,1712
Building_86,7,1713
NoHouse,51,1714
Church-TaskBuilding_16,2,1715
NoHouse,4,1716
Church-TaskBuilding_16,1,1717
NoHouse,31,1718
Building_86,2,1719
TaskBuilding_15,2,1720
NoHouse,4,1721
Building_96,47,1722
TaskBuilding_18,2,1723
NoHouse,6,1724
TaskBuilding_18,13,1725
NoHouse,46,1726
Building_94,7,1727
NoHouse,1,1728
Building_94,208,1729
TaskBuilding_19,10,1730
Building_94,2,1731
TaskBuilding_19,1,1732
Building_94,128,1733
NoHouse,2,1736
NoHit,7,1737
Building_94,23,1738
NoHouse,24,1739
House_10,12,1744
NoHouse,2,1745
TaskBuilding_18,16,1746
NoHouse,1,1747
TaskBuilding_18,2,1748
NoHouse,2,1749
TaskBuilding_18,11,1750
NoHouse,2,1751
TaskBuilding_18,2,1752
NoHouse,4,1753
TaskBuilding_18,9,1754
NoHouse,2,1755
TaskBuilding_18,2,1756
NoHouse,6,1757
TaskBuilding_18,2,1758
NoHouse,22,1759
TaskBuilding_18,29,1760
NoHouse,8,1761
TaskBuilding_18,10,1762
NoHouse,20,1763
NoHit,4,1768
TaskBuilding_18,102,1769
NoHouse,11,1780
TaskBuilding_18,2,1781
NoHouse,10,1782
TaskBuilding_18,21,1783
NoHouse,79,1786
House_10,3,1789
NoHouse,2,1790
House_10,2,1791
NoHouse,2,1792
NoHit,2,1793
Building_74,38,1794
NoHouse,4,1795
House_10,214,1796
NoHouse,58,1801
TaskBuilding_2,1,1804
Building_91,138,1805
NoHouse,2,1806
Building_91,2,1807
NoHouse,2,1808
Building_91,10,1809
NoHouse,2,1810
Building_91,2,1811
NoHouse,2,1812
Building_91,2,1813
NoHouse,5,1814
Building_91,14,1815
NoHouse,4,1816
Building_94,41,1817
NoHouse,4,1818
Building_94,10,1819
NoHouse,3,1820
Building_94,2,1821
NoHouse,4,1822
Building_94,1,1823
TaskBuilding_19,4,1824
NoHouse,4,1825
TaskBuilding_19,2,1826
NoHouse,40,1827
Building_91,102,1828
NoHouse,32,1829
Building_91,73,1830
TaskBuilding_2,2,1833
NoHouse,64,1834
Building_90,3,1835
NoHouse,12,1836
Building_90,4,1837
NoHouse,6,1838
Building_90,27,1839
NoHit,5,1842
NoHouse,18,1843
Building_90,6,1846
NoHouse,2,1849
NoHit,2,1850
Building_90,4,1851
NoHit,2,1852
NoHouse,4,1853
NoHit,7,1854
Building_90,4,1855
NoHouse,14,1856
Building_90,25,1857
NoHouse,3,1858
Building_90,3,1859
NoHouse,2,1860
Building_90,4,1861
NoHouse,3,1862
Building_90,4,1863
NoHouse,8,1864
Building_90,87,1865
NoHouse,93,1868
Building_89,2,1871
NoHouse,77,1872
Windmill-TaskBuilding_10_1,2,1875
NoHouse,2,1876
House_10,16,1877
NoHit,1,1878
NoHouse,2,1879
NoHit,2,1880
House_10,2,1881
NoHouse,2,1882
House_10,2,1883
NoHouse,6,1884
House_10,4,1887
NoHouse,1,1888
House_10,6,1889
NoHit,2,1890
Building_74,5,1891
NoHouse,2,1892
Building_74,20,1893
Building_75,2,1894
TaskBuilding_14,4,1895
Building_82,1,1896
TaskBuilding_14,24,1897
NoHouse,9,1898
TaskBuilding_14,2,1899
NoHouse,9,1900
TaskBuilding_14,4,1901
NoHouse,5,1902
TaskBuilding_14,4,1903
NoHouse,1,1904
TaskBuilding_14,29,1905
Building_79,2,1906
TaskBuilding_15,2,1907
Building_80,2,1908
Building_96,15,1909
Building_80,2,1910
Building_96,46,1911
Building_80,17,1912
NoHouse,154,1913
Building_79,71,1932
Building_78,1,1933
Building_79,3,1934
Building_78,2,1935
NoHit,8,1936
Building_77,2,1937
NoHit,4,1938
NoHouse,37,1939
TaskBuilding_14,9,1940
NoHouse,4,1941
TaskBuilding_14,3,1942
NoHouse,2,1943
TaskBuilding_14,19,1944
NoHouse,21,1945
NoHit,4,1946
Building_85,18,1947
NoHit,17,1950
NoHouse,22,1951
Building_96,2,1958
NoHouse,23,1959
Building_96,2,1960
NoHouse,28,1961
Building_86,1,1962
NoHouse,3,1963
NoHit,2,1964
Building_80,2,1965
NoHouse,2,1966
Building_80,2,1967
NoHouse,2,1968
Building_80,2,1969
NoHouse,6,1970
Building_80,10,1971
NoHit,2,1972
Building_113,1,1973
NoHouse,5,1974
Building_110,2,1975
Building_113,2,1976
Building_110,10,1977
Building_113,3,1978
Building_110,2,1979
Building_113,2,1980
NoHit,2,1981
Building_110,2,1982
NoHit,2,1983
Building_104,4,1984
NoHouse,2,1985
Building_104,28,1986
NoHouse,2,1987
Building_108,19,1988
NoHouse,2,1989
Building_108,3,1990
NoHouse,2,1991
Building_108,2,1992
NoHouse,4,1993
Building_139,1,1994
NoHouse,8,1995
Building_109,2,1996
NoHouse,15,1997
Building_145,13,2000
TaskBuilding_33,2,2001
Building_141,2,2002
NoHouse,5,2003
Building_104,8,2004
Building_110,4,2005
Building_104,2,2006
Building_110,8,2007
NoHouse,3,2008
Building_80,37,2009
NoHouse,2,2010
Building_85,6,2011
NoHouse,2,2012
Building_85,2,2013
NoHouse,24,2014
Building_82,2,2015
NoHouse,2,2016
Building_82,8,2017
NoHouse,4,2018
TaskBuilding_14,33,2019
Building_73,3,2020
TaskBuilding_14,5,2021
NoHouse,2,2022
Building_73,5,2023
TaskBuilding_14,2,2024
Building_73,2,2025
TaskBuilding_14,52,2026
Building_74,3,2027
House_10,12,2028
NoHouse,2,2029
House_10,2,2030
NoHouse,5,2031
House_10,2,2032
NoHouse,1,2033
House_10,7,2034
NoHouse,6,2035
House_10,2,2036
NoHouse,2,2037
House_10,5,2038
NoHouse,2,2039
House_10,2,2040
Building_74,2,2041
House_10,13,2042
NoHouse,2,2045
House_10,6,2046
Building_74,2,2047
House_10,20,2048
NoHouse,14,2049
NoHit,6,2052
Building_74,2,2053
NoHit,2,2054
NoHouse,31,2055
Windmill-TaskBuilding_10_1,2,2060
NoHit,3,2061
NoHouse,3,2062
NoHit,2,2063
Windmill-TaskBuilding_10_1,2,2064
House_10,2,2065
NoHouse,24,2066
TaskBuilding_14,71,2067
Building_74,15,2068
Building_73,5,2069
NoHouse,4,2070
Building_73,6,2071
Building_74,2,2072
NoHouse,2,2073
Building_74,2,2074
Building_73,2,2075
NoHouse,9,2076
TaskBuilding_14,377,2077
NoHouse,9,2078
Building_74,2,2079
NoHouse,7,2080
Building_74,1,2081
NoHouse,2,2082
Building_74,6,2083
House_10,2,2084
NoHouse,4,2085
NoHit,2,2086
House_10,2,2087
NoHouse,4,2088
Windmill-TaskBuilding_10_1,4,2089
NoHouse,141,2090
Building_90,2,2101
NoHouse,4,2102
Building_90,2,2103
NoHouse,46,2104
TaskBuilding_2,2,2109
NoHouse,6,2110
TaskBuilding_2,3,2111
NoHouse,12,2112
TaskBuilding_2,10,2115
NoHouse,2,2116
TaskBuilding_2,3,2117
NoHouse,11,2118
TaskBuilding_2,4,2119
NoHouse,13,2120
TaskBuilding_2,9,2121
NoHouse,8,2122
TaskBuilding_2,2,2123
NoHouse,118,2124
TaskBuilding_2,1,2131
NoHouse,11,2132
Building_90,2,2133
NoHouse,2,2134
Building_90,33,2135
NoHouse,24,2136
Building_90,4,2143
NoHit,3,2144
NoHouse,169,2145
Building_91,5,2146
NoHouse,31,2147
Building_91,3,2148
NoHouse,1,2149
Building_91,5,2150
NoHouse,4,2151
Building_91,4,2152
NoHouse,6,2153
Building_91,4,2154
NoHouse,14,2155
Building_91,7,2156
NoHouse,2,2157
Building_91,11,2158
NoHouse,6,2159
Building_91,2,2160
NoHouse,4,2161
Building_91,19,2162
NoHouse,3,2163
Building_91,2,2164
NoHouse,7,2165
Building_91,19,2166
NoHouse,2,2167
Building_91,6,2168
NoHouse,11,2169
Building_91,8,2170
NoHouse,38,2171
TaskBuilding_2,2,2172
NoHouse,6,2173
TaskBuilding_2,2,2174
NoHouse,2,2175
TaskBuilding_2,12,2176
NoHouse,2,2177
TaskBuilding_2,142,2178
NoHouse,3,2179
Building_91,34,2180
NoHouse,2,2181
Building_91,8,2182
NoHouse,31,2183
Building_91,58,2184
NoHouse,17,2185
Building_90,7,2186
NoHouse,2,2187
Building_90,3,2188
NoHouse,1,2189
Building_90,4,2190
NoHouse,6,2191
Building_90,2,2192
NoHit,9,2193
NoHouse,1,2194
NoHit,9,2195
Building_90,124,2196
NoHouse,3,2199
TaskBuilding_2,121,2200
NoHouse,6,2201
Building_90,2,2202
NoHouse,2,2203
Building_90,4,2204
NoHouse,2,2205
Building_90,8,2206
NoHouse,2,2207
Building_90,2,2208
NoHouse,2,2209
NoHit,1,2210
Building_90,170,2211
NoHouse,44,2212
Building_90,4,2213
NoHouse,2,2214
Building_90,2,2215
NoHouse,5,2216
Building_90,5,2217
NoHouse,50,2218
Building_90,251,2219
NoHouse,4,2220
TaskBuilding_2,50,2221
NoHouse,11,2222
Building_90,317,2223
NoHouse,19,2224
TaskBuilding_2,664,2225
NoHouse,138,2226
Building_90,106,2227
NoHouse,4,2228
Windmill-TaskBuilding_10_1,2,2229
NoHouse,2,2230
Windmill-TaskBuilding_10_1,16,2231
NoHouse,2,2232
Windmill-TaskBuilding_10_1,9,2233
NoHouse,4,2234
Windmill-TaskBuilding_10_1,2,2235
House_10,2,2236
NoHouse,2,2237
House_10,16,2238
NoHouse,2,2239
House_10,2,2240
NoHouse,7,2241
House_10,2,2242
NoHouse,8,2243
House_10,1,2244
Windmill-TaskBuilding_10_1,2,2245
House_10,7,2246
Windmill-TaskBuilding_10_1,8,2247
House_10,2,2248
Windmill-TaskBuilding_10_1,6,2249
NoHouse,6,2250
House_10,4,2251
NoHouse,11,2252
House_10,24,2253
TaskBuilding_9,2,2254
Building_63,21,2255
TaskBuilding_9,23,2256
Building_62,2,2257
NoHouse,2,2258
Building_73,14,2259
Building_72,16,2260
NoHouse,16,2261
Building_89,4,2262
NoHouse,4,2263
Building_89,1,2264
NoHouse,23,2265
NoHit,10,2268
Building_89,21,2269
NoHit,6,2274
NoHouse,2,2275
Building_89,2,2276
NoHouse,1,2277
Building_89,3,2278
NoHouse,4,2279
Building_89,6,2280
NoHouse,64,2281
Building_89,48,2282
NoHouse,59,2283
NoHit,2,2288
Building_89,28,2289
NoHit,2,2290
NoHouse,117,2291
Building_89,119,2298
NoHit,2,2299
NoHouse,241,2300
NoHit,68,2305
NoHouse,362,2306
NoHit,5,2315
Windmill-TaskBuilding_10_1,36,2316
NoHit,13,2317
NoHouse,97,2318
NoHit,2,2325
Windmill-TaskBuilding_10_1,4,2326
NoHit,1,2327
NoHouse,37,2328
Windmill-TaskBuilding_10_1,2,2333
House_10,2,2334
NoHit,2,2335
NoHouse,5,2336
Building_64,3,2337
NoHit,6,2338
NoHouse,14,2339
NoHit,2,2344
Building_63,21,2345
House_10,2,2346
Windmill-TaskBuilding_10_1,24,2347
NoHit,3,2348
Building_64,1,2349
Building_72,39,2350
Building_73,4,2351
Building_74,62,2352
NoHouse,21,2355
Building_85,2,2358
NoHouse,6,2359
Building_85,1,2362
NoHouse,4,2363
Building_85,2,2364
NoHouse,18,2365
TaskBuilding_14,2,2370
NoHit,26,2371
NoHouse,2,2372
Building_108,6,2373
NoHouse,19,2374
Building_80,2,2377
NoHouse,4,2378
Building_80,6,2379
NoHouse,4,2380
Building_80,4,2381
NoHouse,6,2382
Building_80,2,2383
NoHouse,20,2384
Building_86,2,2385
TaskBuilding_14,157,2386
NoHouse,8,2387
TaskBuilding_14,119,2388
NoHouse,20,2389
TaskBuilding_14,94,2390
NoHouse,4,2391
Building_108,2,2392
NoHouse,8,2393
Building_96,2,2394
NoHouse,42,2395
Building_96,18,2400
NoHouse,6,2403
Building_96,2,2404
NoHouse,24,2405
Building_96,4,2406
NoHouse,2,2407
Building_96,2,2408
NoHouse,58,2409
TaskBuilding_14,374,2422
NoHouse,4,2423
Building_75,146,2424
NoHouse,4,2425
Building_75,18,2426
Building_79,2,2427
NoHouse,50,2428
NoHit,24,2435
NoHouse,28,2436
TaskBuilding_14,28,2439
Building_86,2,2440
NoHouse,14,2441
Building_108,2,2442
NoHouse,21,2443
Building_145,4,2444
NoHouse,2,2445
Building_232,6,2446
NoHouse,2,2447
Building_232,18,2448
NoHouse,4,2449
Building_97,2,2450
NoHouse,2,2451
Building_96,64,2452
NoHouse,2,2453
Building_96,2,2454
NoHouse,22,2455
TaskBuilding_14,156,2456
NoHouse,46,2457
TaskBuilding_14,73,2458
Building_79,4,2459
Building_78,2,2460
Building_77,2,2461
Building_75,27,2462
Building_82,2,2463
Building_81,1,2464
Building_82,3,2465
NoHouse,6,2466
Building_82,5,2467
NoHouse,31,2468
Building_81,4,2469
NoHouse,6,2470
Building_81,5,2471
NoHouse,32,2472
Building_82,40,2473
Building_75,107,2474
Building_77,5,2475
NoHouse,3,2476
Building_77,6,2477
NoHouse,3,2478
Building_77,7,2479
NoHouse,2,2480
Building_77,9,2481
Building_78,2,2482
NoHouse,100,2483
TaskBuilding_14,144,2484
NoHouse,2,2485
TaskBuilding_14,2,2486
NoHouse,2,2487
Building_85,4,2488
NoHouse,2,2489
Building_85,2,2490
NoHouse,41,2491
Building_80,2,2492
NoHouse,26,2493
Building_104,2,2494
NoHit,2,2495
NoHouse,91,2496
Building_80,61,2497
Building_110,34,2498
NoHouse,1,2499
Building_86,4,2500
Building_85,2,2501
NoHouse,2,2502
NoHit,2,2503
Building_85,2,2504
NoHit,6,2505
NoHouse,65,2506
Building_85,2,2521
NoHouse,2,2522
Building_85,6,2523
NoHouse,10,2524
NoHit,24,2525
NoHouse,99,2526
NoHit,32,2535
NoHouse,44,2536
NoHit,25,2537
NoHouse,2,2538
Building_77,2,2539
NoHouse,2,2540
Building_79,1,2541
TaskBuilding_15,3,2542
NoHouse,2,2543
TaskBuilding_15,15,2544
NoHouse,31,2545
Building_85,4,2552
Building_87,2,2553
Building_86,2,2554
Building_87,2,2555
Building_86,3,2556
Building_87,2,2557
Building_86,2,2558
Building_87,2,2559
Building_86,5,2560
Building_87,16,2561
Building_80,4,2562
Building_86,3,2563
NoHouse,8,2564
Building_80,8,2565
Building_104,29,2566
NoHouse,2,2567
Building_145,2,2568
TaskBuilding_33,2,2569
Building_145,6,2570
TaskBuilding_33,2,2571
Building_109,4,2572
NoHouse,2,2573
Building_109,2,2574
NoHouse,4,2575
TaskBuilding_33,1,2576
NoHouse,10,2577
Building_141,2,2578
NoHouse,13,2579
Garage_235,2,2580
NoHouse,6,2581
Building_97,2,2582
Building_96,63,2583
TaskBuilding_18,30,2584
Building_94,4,2585
NoHouse,8,2586
Building_94,2,2587
NoHouse,2,2588
Building_94,10,2589
NoHouse,4,2590
Building_94,54,2591
TaskBuilding_18,2,2592
Building_94,12,2593
TaskBuilding_18,1,2594
Building_94,40,2595
TaskBuilding_18,1,2596
Building_94,4,2597
TaskBuilding_18,64,2598
Building_94,7,2599
TaskBuilding_18,5,2600
Building_94,4,2601
TaskBuilding_18,89,2602
Building_94,2,2603
TaskBuilding_18,104,2604
Building_95,10,2605
TaskBuilding_18,2,2606
Building_95,10,2607
TaskBuilding_18,98,2608
Building_95,30,2609
NoHouse,2,2610
Building_95,30,2611
NoHouse,2,2612
Building_95,32,2613
TaskBuilding_18,10,2614
Building_94,5,2615
TaskBuilding_18,5,2616
Building_94,6,2617
NoHouse,5,2618
Building_94,2,2619
NoHouse,19,2620
Building_94,44,2621
NoHouse,17,2622
TaskBuilding_18,131,2623
Building_102,8,2624
NoHouse,4,2625
Building_102,2,2626
NoHit,22,2627
Building_102,8,2628
NoHit,2,2631
NoHouse,77,2632
Building_101,4,2633
Building_102,2,2634
Building_101,14,2635
Building_102,5,2636
Building_158,2,2637
NoHouse,69,2638
TaskBuilding_18,2,2645
NoHouse,4,2646
TaskBuilding_18,65,2647
Building_95,4,2648
Building_96,76,2649
Building_80,70,2650
NoHouse,8,2651
Building_87,4,2652
NoHit,2,2653
NoHouse,18,2654
Building_80,2,2655
NoHouse,2,2656
Building_80,4,2657
Building_86,4,2658
Building_96,2,2659
Building_86,23,2660
Building_80,4,2661
Building_86,19,2662
NoHouse,3,2663
Building_80,5,2664
Building_86,4,2665
Building_80,2,2666
Building_86,7,2667
NoHouse,2,2668
Building_86,20,2669
NoHouse,6,2670
Building_80,14,2671
NoHouse,3,2672
Building_80,2,2673
NoHouse,10,2674
Building_80,12,2675
Building_86,4,2676
TaskBuilding_17,4,2677
Building_86,2,2678
TaskBuilding_17,2,2679
Building_117,2,2680
Building_86,2,2681
Building_117,2,2682
Building_86,4,2683
Building_113,2,2684
NoHit,2,2685
Building_110,1,2686
NoHit,5,2687
TaskBuilding_22,12,2688
Building_113,2,2691
NoHit,4,2692
TaskBuilding_22,1,2693
NoHit,2,2694
Building_110,27,2695
NoHit,11,2696
Building_113,2,2697
Building_118,2,2698
Building_113,1,2699
Building_118,2,2700
Building_113,3,2701
Building_118,3,2702
Building_113,16,2703
Building_118,9,2704
Building_113,2,2705
Building_118,4,2706
Building_113,2,2707
Building_118,8,2708
Building_113,2,2709
Building_118,4,2710
Building_113,6,2711
NoHit,2,2712
NoHouse,15,2713
Building_110,2,2714
Building_113,2,2715
TaskBuilding_17,17,2716
NoHouse,2,2719
TaskBuilding_17,4,2720
NoHouse,2,2721
Building_86,6,2722
NoHouse,6,2723
Building_113,2,2724
Building_110,2,2725
Building_104,54,2726
NoHit,4,2727
NoHouse,89,2728
NoHit,22,2735
Building_86,50,2736
TaskBuilding_17,2,2737
Building_86,3,2738
TaskBuilding_17,4,2739
Building_86,2,2740
NoHit,10,2741
NoHouse,2,2742
NoHit,93,2743
NoHouse,35,2744
TaskBuilding_17,2,2745
NoHouse,2,2746
Building_113,2,2747
TaskBuilding_17,86,2748
NoHouse,72,2751
TaskBuilding_17,2,2752
NoHit,1,2753
NoHouse,48,2754
Building_110,1,2761
NoHouse,9,2762
Building_113,2,2763
NoHouse,2,2764
NoHit,2,2765
TaskBuilding_17,47,2766
NoHit,12,2767
NoHouse,56,2768
NoHit,3,2773
TaskBuilding_17,4,2774
NoHit,8,2775
NoHouse,4,2776
TaskBuilding_17,21,2777
Building_113,4,2778
Building_104,35,2779
TaskBuilding_3,1,2780
Building_106,2,2781
Building_107,6,2782
NoHouse,4,2783
Building_107,4,2784
NoHouse,2,2785
Building_108,2,2786
NoHit,2,2787
Building_97,4,2788
NoHouse,6,2789
Building_97,2,2790
NoHouse,1,2791
Building_97,4,2792
NoHouse,3,2793
Building_97,2,2794
NoHouse,4,2795
Building_97,2,2796
NoHouse,2,2797
Building_97,44,2798
NoHouse,2,2799
TaskBuilding_27,21,2800
NoHouse,20,2801
TaskBuilding_27,8,2802
NoHouse,2,2803
TaskBuilding_27,16,2804
TaskBuilding_23,33,2805
NoHouse,22,2806
Building_108,4,2807
Building_109,2,2808
NoHouse,2,2809
Building_109,7,2810
NoHouse,4,2811
TaskBuilding_33,2,2812
NoHouse,4,2813
Building_141,2,2814
NoHouse,1,2815
Building_141,2,2816
Building_145,2,2817
Building_141,2,2818
Building_145,2,2819
NoHouse,2,2820
Building_145,4,2821
NoHouse,2,2822
Building_109,2,2823
Building_108,2,2824
Building_109,2,2825
Building_108,13,2826
Building_109,2,2827
Building_108,4,2828
Building_109,4,2829
Building_108,4,2830
Building_107,2,2831
Building_104,6,2832
Building_136,2,2833
NoHouse,6,2834
Building_136,1,2835
NoHouse,7,2836
Building_104,2,2837
NoHouse,19,2838
Building_combined_115_116,2,2839
NoHouse,2,2840
Building_combined_115_116,11,2841
NoHouse,4,2842
Building_combined_115_116,4,2843
NoHouse,52,2844
Building_combined_115_116,3,2845
Building_113,15,2846
TaskBuilding_17,4,2847
Building_113,2,2848
TaskBuilding_17,2,2849
Building_113,2,2850
TaskBuilding_17,69,2851
NoHouse,54,2852
TaskBuilding_17,12,2853
NoHit,1,2854
NoHouse,13,2855
TaskBuilding_17,183,2858
Building_113,50,2859
Building_110,28,2860
Building_113,21,2861
NoHouse,27,2862
Building_113,10,2865
TaskBuilding_17,23,2868
NoHit,6,2871
NoHouse,4,2872
TaskBuilding_17,27,2873
Building_combined_115_116,2,2874
NoHouse,1,2875
Church-TaskBuilding_16,1,2876
NoHouse,3,2877
Church-TaskBuilding_16,8,2878
NoHouse,2,2879
Church-TaskBuilding_16,2,2880
NoHouse,2,2881
Church-TaskBuilding_16,2,2882
NoHouse,2,2883
Church-TaskBuilding_16,4,2884
NoHouse,2,2885
Church-TaskBuilding_16,2,2886
NoHouse,2,2887
Building_87,2,2888
Church-TaskBuilding_16,1,2889
NoHouse,2,2890
Church-TaskBuilding_16,33,2891
NoHouse,2,2892
Church-TaskBuilding_16,8,2893
NoHouse,62,2894
NoHit,4,2895
Building_110,21,2896
NoHit,5,2901
NoHouse,8,2902
Building_110,36,2903
TaskBuilding_24,141,2904
TaskBuilding_3,48,2905
NoHouse,20,2906
Building_111,4,2907
Building_110,2,2908
Building_111,9,2909
TaskBuilding_24,148,2910
Building_110,25,2911
Building_113,5,2912
TaskBuilding_17,8,2913
Building_113,2,2914
TaskBuilding_17,2,2915
Building_113,2,2916
TaskBuilding_17,123,2917
Building_113,2,2918
NoHouse,9,2919
Building_110,66,2920
Building_111,2,2921
TaskBuilding_24,150,2922
NoHouse,82,2923
TaskBuilding_24,156,2924
NoHouse,44,2925
Building_109,2,2926
Building_108,38,2927
NoHouse,15,2928
Building_111,4,2929
TaskBuilding_24,2,2930
Building_111,12,2931
TaskBuilding_24,405,2932
NoHouse,2,2933
Building_109,2,2934
Building_108,39,2935
Building_100,4,2936
Garage_98,8,2937
Building_157,4,2938
Garage_98,4,2939
