ColliderName,Samples,Index
NoHouse,3,31310
Building_211,5,31311
NoHouse,97,31312
crane_2,62,31319
Castle-TaskBuilding_56,39,31320
crane_2,57,31321
Castle-TaskBuilding_56,2,31330
Building_211,44,31331
Castle-TaskBuilding_56,2,31332
Building_210,128,31333
Castle-TaskBuilding_56,2,31334
NoHouse,2,31335
Castle-TaskBuilding_56,2,31336
NoHouse,14,31337
Castle-TaskBuilding_56,4,31338
NoHouse,2,31339
Castle-TaskBuilding_56,2,31340
TaskBuilding_8,2,31341
Building_210,43,31342
TaskBuilding_8,78,31343
Building_210,36,31344
Building_209,62,31345
Building_208,60,31346
Building_209,2,31347
Building_210,96,31348
TaskBuilding_8,2,31349
Building_211,32,31350
NoHouse,2,31351
Castle-TaskBuilding_56,1,31352
NoHouse,12,31353
Castle-TaskBuilding_56,13,31354
crane_2,2,31355
NoHouse,91,31356
crane_2,2,31359
NoHouse,24,31360
Building_211,2,31361
TaskBuilding_8,142,31362
NoHouse,24,31363
TaskBuilding_8,28,31364
NoHouse,45,31365
TaskBuilding_8,358,31366
Building_211,6,31367
crane_2,13,31368
Building_211,1,31369
crane_2,2,31370
Building_211,1,31371
NoHouse,129,31372
crane_2,2,31377
Building_211,122,31378
TaskBuilding_8,43,31379
NoHouse,26,31380
Building_210,87,31381
Building_213,27,31382
Building_212,7,31383
Building_213,12,31384
Building_212,2,31385
NoHouse,47,31386
Building_213,73,31395
TaskBuilding_55,2,31396
Building_201,2,31397
NoHouse,18,31398
Building_201,2,31399
TaskBuilding_55,15,31400
Building_199,3,31401
TaskBuilding_55,4,31402
Building_199,1,31403
TaskBuilding_55,1,31404
Building_199,21,31405
TaskBuilding_55,12,31406
Building_199,25,31407
TaskBuilding_55,2,31408
NoHouse,67,31409
Building_204,19,31410
Building_205,15,31411
Building_208,2,31412
Building_210,32,31413
Building_208,88,31414
NoHouse,10,31415
Building_208,2,31416
NoHouse,16,31417
Building_208,1,31418
NoHouse,35,31419
Building_208,23,31420
Building_209,37,31421
Building_208,2,31422
NoHouse,46,31423
Building_206,2,31424
Building_208,2,31425
Building_206,2,31426
Building_208,4,31427
Building_206,2,31428
Building_208,25,31429
Building_206,35,31430
NoHouse,4,31431
Building_204,2,31432
NoHouse,5,31433
Building_201,2,31434
Building_204,3,31435
Building_201,16,31436
Building_204,1,31437
Building_201,27,31438
TaskBuilding_55,2,31439
Building_201,6,31440
NoHouse,8,31441
TaskBuilding_55,2,31442
Building_201,16,31443
Building_204,11,31444
Building_205,2,31445
Building_204,58,31446
NoHouse,57,31447
Building_201,32,31448
NoHouse,4,31449
TaskBuilding_55,58,31450
Building_199,79,31451
HighSilo-TaskBuilding_49,2,31452
NoHouse,2,31453
Building_198,101,31454
NoHit,3,31459
NoHouse,18,31460
TaskBuilding_46,4,31463
NoHit,2,31464
NoHouse,3,31465
NoHit,2,31466
TaskBuilding_46,8,31467
Building_178,7,31468
Building_93,1,31469
Building_178,2,31470
NoHouse,2,31471
TaskBuilding_50,30,31472
NoHouse,26,31473
NoHit,21,31474
Building_198,49,31475
Building_186,2,31478
NoHouse,12,31479
Building_199,60,31480
TaskBuilding_55,14,31481
NoHouse,2,31482
TaskBuilding_55,2,31483
Building_201,2,31484
Building_204,2,31485
NoHouse,80,31486
Building_206,5,31487
NoHouse,31,31488
Building_206,3,31489
Building_208,94,31490
NoHouse,12,31491
TaskBuilding_55,4,31492
NoHit,1,31493
Building_199,26,31494
NoHouse,2,31495
Building_198,5,31496
TaskBuilding_46,3,31497
NoHit,2,31498
NoHouse,8,31499
NoHit,6,31502
Building_212,2,31503
Building_213,58,31504
NoHouse,2,31505
Building_222,2,31506
Building_220,6,31507
TaskBuilding_7,2,31508
TaskBuilding_45,2,31509
NoHouse,33,31510
Building_213,77,31511
Building_212,2,31512
NoHouse,2,31513
Building_212,2,31514
NoHouse,2,31515
TaskBuilding_50,5,31516
Building_212,4,31517
TaskBuilding_50,2,31518
Building_212,2,31519
TaskBuilding_50,2,31520
Building_212,2,31521
TaskBuilding_50,2,31522
Building_212,4,31523
NoHouse,3,31524
NoHit,1,31525
Building_198,4,31526
NoHouse,4,31527
Building_198,6,31528
NoHouse,8,31531
Building_198,2,31532
NoHouse,3,31533
Building_198,41,31534
NoHouse,18,31535
Building_185,10,31536
HighSilo-TaskBuilding_49,2,31537
Building_185,52,31538
HighSilo-TaskBuilding_49,72,31539
Building_185,37,31544
HighSilo-TaskBuilding_49,2,31545
Building_185,32,31546
HighSilo-TaskBuilding_49,1,31547
Building_185,12,31548
NoHouse,2,31549
Building_198,5,31550
NoHouse,5,31551
Building_198,23,31552
NoHouse,28,31553
Building_198,2,31554
NoHouse,92,31555
Building_200,2,31556
NoHouse,27,31557
Building_202,2,31558
NoHouse,37,31559
Building_200,61,31560
NoHouse,20,31561
NoHit,2,31562
Building_205,2,31563
NoHouse,41,31564
Building_199,46,31565
TaskBuilding_55,1,31566
Building_199,3,31567
TaskBuilding_55,23,31568
NoHouse,5,31569
Building_204,2,31570
TaskBuilding_55,68,31571
Building_205,3,31572
NoHouse,11,31573
Building_197,2,31574
NoHouse,5,31575
Building_197,2,31576
NoHouse,8,31577
Building_197,6,31578
Building_200,26,31579
NoHouse,31,31580
Building_198,86,31581
NoHouse,121,31582
TaskBuilding_50,2,31583
NoHouse,30,31584
TaskBuilding_50,2,31585
NoHouse,8,31586
Building_212,53,31589
NoHouse,38,31590
Building_212,49,31593
TaskBuilding_50,52,31594
NoHouse,4,31595
Building_198,31,31596
TaskBuilding_46,7,31597
NoHouse,2,31598
NoHit,2,31599
TaskBuilding_46,2,31600
NoHouse,6,31601
TaskBuilding_50,80,31604
NoHouse,5,31605
TaskBuilding_50,12,31606
NoHouse,12,31607
NoHit,1,31608
TaskBuilding_46,4,31609
NoHouse,2,31610
TaskBuilding_46,2,31611
NoHouse,8,31612
TaskBuilding_46,2,31615
NoHouse,22,31616
Building_182,2,31619
Building_198,53,31620
TaskBuilding_46,57,31621
NoHouse,28,31622
TaskBuilding_46,6,31623
NoHouse,2,31624
TaskBuilding_46,2,31625
NoHouse,8,31626
TaskBuilding_46,2,31627
NoHouse,19,31628
TaskBuilding_46,2,31629
NoHouse,18,31630
TaskBuilding_50,24,31633
NoHouse,2,31634
Building_169,2,31635
NoHouse,14,31636
Building_169,8,31637
NoHouse,2,31638
Building_169,2,31639
NoHouse,6,31640
Building_174,22,31643
NoHouse,28,31644
Building_174,6,31645
NoHouse,8,31646
crane_1,4,31647
NoHouse,13,31648
crane_1,2,31649
NoHouse,4,31650
crane_1,14,31651
NoHouse,1,31652
crane_1,2,31653
NoHouse,4,31654
TaskBuilding_47,11,31655
NoHouse,3,31656
TaskBuilding_47,2,31657
NoHouse,26,31658
Building_174,39,31659
TaskBuilding_47,2,31660
NoHouse,11,31661
Building_228,2,31662
NoHouse,4,31663
Building_228,2,31664
NoHouse,6,31665
Building_228,3,31666
NoHouse,1,31667
Building_228,4,31668
NoHouse,4,31669
Building_234,1,31670
Building_235,30,31671
Building_234,4,31672
NoHouse,21,31673
TaskBuilding_50,33,31674
NoHouse,2,31675
Building_92,2,31676
NoHouse,10,31677
Building_92,2,31678
NoHouse,10,31679
TaskBuilding_52,3,31680
NoHouse,4,31681
TaskBuilding_52,4,31682
NoHouse,2,31683
TaskBuilding_52,4,31684
NoHouse,2,31685
TaskBuilding_52,7,31686
NoHouse,21,31687
Building_186,2,31688
NoHouse,6,31689
Garage_185,6,31690
NoHouse,40,31691
Building_186,3,31692
NoHouse,28,31693
Building_188,2,31694
Building_187,2,31695
NoHouse,4,31696
Building_187,15,31697
NoHouse,3,31698
Building_187,38,31699
NoHouse,15,31700
Building_187,4,31701
NoHouse,4,31702
Building_187,4,31703
NoHouse,2,31704
Building_187,2,31705
NoHouse,2,31706
Building_191,2,31707
Building_192,21,31708
NoHouse,2,31709
Building_192,42,31710
NoHouse,2,31711
NoHit,9,31712
Building_198,15,31713
Building_194,3,31716
NoHouse,5,31717
Building_192,8,31718
NoHouse,1,31719
Building_192,2,31720
NoHouse,10,31721
Building_192,21,31722
NoHouse,9,31723
Building_192,20,31726
NoHouse,29,31727
Building_192,7,31728
NoHouse,29,31729
Building_192,5,31730
Building_194,3,31731
NoHouse,11,31732
Building_192,2,31733
NoHouse,2,31734
Building_192,2,31735
NoHouse,2,31736
Building_192,2,31737
NoHouse,3,31738
Building_192,7,31739
Building_187,2,31740
NoHouse,5,31741
Building_187,2,31742
NoHouse,11,31743
Building_187,2,31744
NoHouse,4,31745
Building_187,10,31746
Building_188,2,31747
NoHouse,5,31748
Building_186,4,31749
NoHouse,124,31750
Building_186,4,31751
NoHouse,16,31752
Building_185,3,31753
NoHouse,3,31754
Building_185,2,31755
NoHouse,92,31756
Building_185,8,31757
NoHouse,2,31758
Building_185,2,31759
NoHouse,6,31760
Building_185,4,31761
NoHouse,4,31762
Building_185,3,31763
NoHouse,4,31764
Garage_185,2,31765
NoHouse,61,31766
Building_186,2,31767
NoHouse,4,31768
Building_186,2,31769
NoHouse,12,31770
Building_186,10,31771
NoHouse,71,31772
Building_187,4,31773
NoHouse,25,31774
TaskBuilding_54,5,31775
NoHouse,1,31776
TaskBuilding_54,1,31777
NoHouse,2,31778
TaskBuilding_54,2,31779
NoHouse,7,31780
TaskBuilding_54,12,31781
NoHouse,2,31782
Building_196,2,31783
NoHouse,20,31784
Building_196,7,31785
TaskBuilding_54,88,31786
NoHouse,41,31787
TaskBuilding_54,6,31788
Building_205,1,31789
Building_203,42,31790
NoHouse,124,31791
TaskBuilding_54,5,31792
NoHouse,2,31793
TaskBuilding_54,112,31794
NoHouse,3,31795
TaskBuilding_54,7,31796
NoHouse,12,31797
TaskBuilding_54,8,31798
NoHouse,2,31799
TaskBuilding_54,2,31800
NoHit,2,31801
NoHouse,164,31802
Building_194,4,31805
NoHouse,45,31806
TaskBuilding_54,4,31807
NoHouse,2,31808
TaskBuilding_54,39,31809
Building_197,13,31810
NoHouse,42,31811
Building_195,46,31812
NoHouse,108,31813
TaskBuilding_54,255,31814
Building_196,2,31815
Building_197,3,31816
NoHouse,109,31817
Building_194,2,31818
NoHouse,21,31819
Building_189,47,31820
Building_188,4,31821
NoHit,2,31822
Building_187,29,31823
Building_185,2,31824
Building_187,3,31825
Building_185,19,31826
HighSilo-TaskBuilding_49,2,31827
Building_185,4,31828
Building_187,106,31829
Building_185,2,31830
NoHouse,2,31831
Building_185,2,31832
NoHouse,37,31833
Garage_185,4,31834
NoHouse,7,31835
Garage_185,11,31836
NoHouse,4,31837
Garage_185,14,31838
NoHouse,76,31839
Garage_185,4,31840
Building_185,3,31841
Building_188,5,31842
Building_189,73,31843
NoHouse,6,31844
Building_189,1,31845
NoHouse,3,31846
Building_189,15,31847
NoHouse,2,31848
Building_189,134,31849
NoHouse,1,31850
Building_189,24,31851
NoHouse,4,31852
Building_189,1,31853
NoHouse,34,31854
Building_189,38,31855
NoHouse,2,31856
Building_191,1,31857
NoHouse,23,31858
Building_192,2,31859
Building_194,424,31860
NoHouse,3,31861
Building_193,12,31862
NoHouse,2,31863
Building_193,27,31864
NoHouse,116,31865
Building_206,4,31866
NoHit,1,31867
Building_195,20,31868
NoHouse,2,31869
Building_195,2,31870
Building_194,155,31871
NoHit,2,31872
Building_195,2,31873
Building_194,2,31874
NoHouse,4,31875
Building_194,61,31876
Building_195,37,31877
Building_197,10,31878
NoHit,9,31879
Building_195,11,31880
NoHouse,16,31881
Building_195,9,31882
NoHouse,6,31883
Building_195,9,31884
NoHouse,2,31885
Building_206,1,31886
NoHouse,24,31887
Building_193,6,31888
Building_192,51,31889
NoHouse,1,31890
Building_191,16,31891
NoHouse,2,31892
Building_191,4,31893
NoHouse,4,31894
Building_190,2,31895
HighSilo-TaskBuilding_49,13,31896
NoHouse,2,31897
HighSilo-TaskBuilding_49,4,31898
NoHouse,38,31899
HighSilo-TaskBuilding_49,25,31902
NoHit,2,31903
Building_188,81,31904
Building_189,48,31905
Building_188,1,31906
Building_189,2,31907
Building_188,10,31908
Building_189,2,31909
Building_188,2,31910
Building_189,123,31911
NoHouse,12,31912
Building_189,10,31913
Building_188,4,31914
Building_189,2,31915
Building_188,9,31916
Building_189,2,31917
Building_188,1,31918
Building_189,5,31919
Building_188,47,31920
NoHouse,74,31921
HighSilo-TaskBuilding_49,28,31922
NoHit,2,31923
Building_188,57,31924
NoHouse,63,31925
Building_189,128,31926
NoHouse,97,31927
Building_188,2,31928
NoHouse,23,31929
Building_188,2,31930
NoHouse,6,31931
Building_188,108,31932
NoHouse,64,31933
HighSilo-TaskBuilding_49,20,31934
NoHit,4,31935
NoHouse,72,31936
Building_185,1,31941
NoHouse,6,31942
Building_185,28,31943
NoHouse,61,31944
Building_185,28,31945
NoHouse,10,31946
Building_185,2,31947
NoHouse,2,31948
Building_185,2,31949
NoHouse,5,31950
Building_185,6,31951
NoHouse,205,31952
Building_186,2,31953
NoHouse,8,31954
Building_186,9,31955
NoHouse,4,31956
Building_186,8,31957
NoHouse,4,31958
Building_186,14,31959
NoHouse,87,31960
Building_188,38,31961
Building_186,18,31962
NoHouse,2,31963
Building_186,2,31964
NoHouse,4,31965
Building_186,4,31966
NoHouse,6,31967
Building_186,2,31968
NoHouse,2,31969
Building_186,8,31970
NoHouse,10,31971
Building_186,4,31972
NoHouse,3,31973
Building_186,10,31974
NoHouse,29,31975
Building_186,11,31976
NoHouse,13,31977
Building_186,2,31978
NoHouse,85,31979
Garage_185,2,31980
Building_185,4,31981
Garage_185,2,31982
Building_185,49,31983
Garage_185,2,31984
Building_185,4,31985
Garage_185,34,31986
NoHouse,42,31987
Building_186,2,31988
NoHouse,2,31989
Building_186,2,31990
NoHouse,45,31991
Building_186,4,31992
NoHouse,3,31993
Building_186,2,31994
NoHouse,20,31995
Building_186,4,31996
NoHouse,12,31997
Building_186,4,31998
NoHouse,76,31999
TaskBuilding_52,20,32000
TaskBuilding_50,2,32001
TaskBuilding_52,7,32002
TaskBuilding_50,6,32003
TaskBuilding_52,17,32004
NoHouse,2,32005
TaskBuilding_52,2,32006
NoHouse,8,32007
TaskBuilding_52,1,32008
NoHouse,145,32009
Building_187,1,32010
NoHouse,4,32011
Building_187,2,32012
NoHouse,2,32013
Building_187,2,32014
NoHouse,8,32015
Building_187,82,32016
TaskBuilding_54,72,32017
NoHouse,2,32018
TaskBuilding_54,10,32019
NoHouse,2,32020
TaskBuilding_54,2,32021
NoHouse,10,32022
Building_187,4,32023
Building_210,2,32024
Building_198,8,32025
NoHouse,2,32026
Building_198,9,32027
NoHouse,65,32028
Building_186,3,32029
NoHouse,45,32030
TaskBuilding_46,2,32031
Building_186,46,32032
NoHouse,2,32033
Building_186,1,32034
NoHouse,33,32035
Garage_185,25,32036
NoHouse,1,32037
Building_184,8,32038
NoHouse,2,32039
Building_184,1,32040
NoHouse,1,32041
Building_184,4,32042
NoHouse,2,32043
Building_184,2,32044
TaskBuilding_51,8,32045
NoHouse,2,32046
TaskBuilding_51,7,32047
Building_184,10,32048
NoHouse,2,32049
Building_184,1,32050
NoHouse,4,32051
Garage_185,2,32052
NoHouse,292,32053
Building_186,75,32054
Building_180,2,32055
NoHouse,60,32056
House_49,1,32057
NoHouse,44,32058
House_49,2,32059
NoHouse,76,32060
Building_180,50,32061
NoHouse,93,32062
House_49,9,32063
NoHouse,2,32064
House_49,7,32065
NoHouse,4,32066
House_49,2,32067
NoHouse,9,32068
House_49,15,32069
NoHouse,9,32070
House_49,7,32071
Building_179,30,32072
House_49,6,32073
NoHouse,13,32074
House_49,4,32075
NoHouse,21,32076
House_49,2,32077
NoHouse,68,32078
NoHit,1,32079
Building_177,2,32080
NoHouse,15,32081
Building_180,20,32084
NoHouse,4,32085
Building_180,4,32086
NoHouse,17,32087
Building_180,6,32090
Building_182,20,32091
Building_183,4,32092
NoHouse,23,32093
TaskBuilding_35,4,32094
NoHouse,1,32095
Building_170,2,32096
NoHouse,4,32097
TaskBuilding_35,2,32098
NoHouse,16,32099
Building_170,4,32100
NoHouse,2,32101
TaskBuilding_46,25,32102
NoHouse,9,32103
TaskBuilding_46,6,32104
NoHouse,2,32105
TaskBuilding_46,6,32106
NoHouse,6,32107
TaskBuilding_46,2,32108
NoHouse,2,32109
TaskBuilding_46,2,32110
NoHouse,62,32111
Building_172,5,32112
NoHouse,35,32113
Building_174,4,32114
NoHouse,3,32115
Building_174,2,32116
NoHouse,185,32117
Building_172,8,32118
NoHouse,4,32119
Building_172,4,32120
NoHouse,398,32121
Building_172,2,32130
NoHouse,2,32131
Building_171,2,32132
NoHouse,3,32133
TaskBuilding_46,87,32134
Building_171,16,32135
TaskBuilding_46,2,32136
Building_171,14,32137
NoHouse,13,32138
Building_171,2,32139
NoHouse,7,32140
Building_171,9,32141
NoHouse,2,32142
Building_171,13,32143
NoHouse,3,32144
Building_171,2,32145
NoHouse,3,32146
Building_171,6,32147
NoHouse,1,32148
Building_171,3,32149
NoHouse,3,32150
Building_171,2,32151
NoHouse,2,32152
Building_172,2,32153
NoHouse,87,32154
TaskBuilding_50,161,32161
NoHouse,4,32162
TaskBuilding_50,25,32163
Building_212,3,32164
TaskBuilding_52,1,32165
NoHouse,75,32166
TaskBuilding_52,2,32167
NoHit,2,32168
NoHouse,145,32169
TaskBuilding_50,2,32172
NoHouse,2,32173
TaskBuilding_50,4,32174
NoHouse,8,32175
NoHit,30,32176
NoHouse,214,32177
Building_170,1,32190
NoHouse,19,32191
Building_163,4,32192
NoHouse,4,32193
Building_163,4,32194
NoHouse,2,32195
Building_161,2,32196
NoHit,1,32197
TaskBuilding_46,25,32198
Building_102,1,32199
NoHouse,14,32200
Building_102,2,32201
NoHouse,3,32202
Building_102,3,32203
NoHouse,126,32204
Building_160,3,32205
NoHouse,9,32206
Building_160,3,32207
NoHouse,17,32208
Building_162,2,32209
Building_170,2,32210
TaskBuilding_41,8,32211
NoHouse,8,32212
TaskBuilding_41,1,32213
NoHouse,2,32214
TaskBuilding_41,7,32215
Building_171,4,32216
NoHouse,1,32217
Building_171,4,32218
NoHouse,3,32219
Building_171,19,32220
TaskBuilding_41,118,32221
NoHouse,2,32222
Building_171,1,32223
NoHouse,1,32224
Building_171,36,32225
Building_172,33,32226
NoHit,2,32227
NoHouse,50,32228
Building_172,20,32233
Building_171,33,32234
NoHouse,4,32235
TaskBuilding_41,4,32236
Building_170,2,32237
NoHouse,2,32238
Building_170,8,32239
NoHouse,2,32240
Building_170,2,32241
NoHouse,2,32242
Building_170,2,32243
Building_163,2,32244
NoHouse,30,32245
Building_178,24,32246
Building_183,31,32247
TaskBuilding_46,267,32248
Building_183,88,32249
Building_181,2,32250
NoHit,25,32251
Building_180,10,32252
Building_181,2,32255
Building_180,2,32256
HighSilo-TaskBuilding_49,16,32257
Building_180,17,32260
Building_182,4,32261
Building_181,8,32262
Building_180,19,32263
NoHouse,4,32264
Building_180,4,32265
NoHouse,23,32266
Building_183,24,32267
TaskBuilding_6,422,32268
Building_178,65,32269
NoHouse,2,32270
Building_178,2,32271
NoHouse,6,32272
Building_178,37,32273
TaskBuilding_6,42,32274
NoHouse,10,32275
HighSilo-TaskBuilding_49,3,32276
NoHouse,2,32277
HighSilo-TaskBuilding_49,1,32278
NoHouse,24,32279
HighSilo-TaskBuilding_49,30,32280
NoHouse,29,32281
TaskBuilding_6,288,32282
HighSilo-TaskBuilding_49,16,32283
NoHouse,4,32284
TaskBuilding_51,2,32287
Building_180,3,32288
Building_181,10,32289
Building_180,2,32290
Building_181,2,32291
Building_180,2,32292
Building_181,2,32293
Building_180,45,32294
Building_181,19,32295
Building_180,16,32296
NoHouse,2,32297
Building_180,1,32298
NoHouse,4,32299
Building_180,2,32300
NoHouse,3,32301
TaskBuilding_51,6,32302
NoHouse,17,32303
TaskBuilding_6,32,32304
Building_178,63,32305
NoHit,2,32306
NoHouse,22,32307
NoHit,3,32308
Building_178,74,32309
NoHit,3,32310
NoHouse,49,32311
Building_163,4,32312
NoHouse,14,32313
Building_163,2,32314
Building_151,2,32315
Building_164,22,32316
Building_165,64,32317
NoHouse,2,32318
Building_165,13,32319
Building_164,10,32320
Building_170,13,32321
TaskBuilding_41,6,32322
NoHouse,4,32323
TaskBuilding_41,6,32324
Building_170,2,32325
TaskBuilding_41,14,32326
Building_170,10,32327
TaskBuilding_41,2,32328
NoHouse,18,32329
TaskBuilding_41,5,32330
Building_171,4,32331
NoHouse,6,32332
TaskBuilding_41,2,32333
NoHouse,19,32334
Building_171,37,32335
TaskBuilding_41,5,32336
Building_170,3,32337
NoHouse,14,32338
Building_163,4,32339
NoHouse,2,32340
Building_163,63,32341
NoHouse,18,32342
Building_161,2,32343
Building_160,4,32344
NoHouse,1,32345
Building_102,2,32346
NoHouse,1,32347
TaskBuilding_34,2,32348
NoHouse,2,32349
TaskBuilding_34,4,32350
NoHouse,2,32351
Building_159,6,32352
TaskBuilding_34,2,32353
Building_159,7,32354
TaskBuilding_34,1,32355
Building_159,2,32356
NoHouse,2,32357
Building_159,2,32358
Building_160,10,32359
NoHit,4,32360
Building_159,2,32361
NoHouse,4,32362
Building_159,2,32363
NoHouse,2,32364
Building_159,2,32365
TaskBuilding_34,2,32366
NoHouse,4,32367
TaskBuilding_34,2,32368
NoHouse,35,32369
Building_92,9,32370
NoHouse,1,32371
NoHit,3,32372
Building_176,20,32373
NoHouse,8,32374
Building_176,3,32375
NoHouse,2,32376
Building_176,25,32377
NoHouse,2,32378
Building_176,3,32379
NoHouse,28,32380
Building_176,4,32381
NoHouse,2,32382
Building_176,2,32383
NoHouse,4,32384
Building_160,3,32385
NoHouse,26,32386
Building_163,37,32387
NoHouse,2,32388
Building_163,13,32389
NoHouse,1,32390
Building_164,99,32391
Building_165,6,32392
Building_164,178,32393
Building_165,14,32394
Building_164,12,32395
Building_165,2,32396
Building_164,2,32397
Building_165,29,32398
Building_164,2,32399
Building_163,238,32400
NoHouse,8,32401
Building_161,1,32402
NoHouse,10,32403
Building_161,2,32404
NoHouse,121,32405
TaskBuilding_40,69,32406
NoHouse,59,32407
House_49,2,32408
Building_177,29,32409
NoHouse,1,32410
Building_177,6,32411
House_49,2,32412
Building_177,4,32413
House_49,21,32414
NoHouse,22,32415
House_49,3,32416
NoHouse,41,32417
TaskBuilding_40,19,32418
NoHouse,2,32419
TaskBuilding_40,4,32420
NoHouse,16,32421
TaskBuilding_40,5,32422
NoHouse,1,32423
TaskBuilding_40,13,32424
Building_176,12,32425
NoHouse,38,32426
Building_160,4,32427
NoHouse,13,32428
NoHit,2,32429
Building_160,7,32430
Building_158,19,32433
NoHouse,2,32434
Building_158,11,32435
NoHouse,2,32436
Building_158,2,32437
Building_160,9,32438
NoHouse,20,32439
TaskBuilding_40,258,32440
NoHouse,41,32441
Building_176,7,32442
NoHouse,44,32443
Building_160,2,32444
NoHouse,2,32445
Building_161,22,32446
Building_162,2,32447
Building_149,3,32448
NoHouse,1,32449
Building_147,3,32450
NoHouse,1,32451
Building_151,4,32452
Building_147,2,32453
NoHouse,2,32454
Building_147,6,32455
NoHouse,2,32456
Building_147,2,32457
NoHouse,3,32458
Building_151,4,32459
NoHouse,57,32460
Building_162,3,32461
Building_161,52,32462
NoHouse,31,32463
Building_161,4,32464
NoHouse,4,32465
Building_161,2,32466
NoHouse,15,32467
Building_160,5,32468
NoHouse,1,32469
Building_159,5,32470
NoHouse,2,32471
Building_159,10,32472
NoHouse,20,32473
Building_176,14,32474
NoHouse,1,32475
Building_176,2,32476
NoHouse,4,32477
Building_176,2,32478
NoHouse,2,32479
Building_176,30,32480
NoHouse,2,32481
Building_176,2,32482
NoHouse,4,32483
Building_176,4,32484
NoHouse,3,32485
Building_176,2,32486
NoHouse,1,32487
Building_176,6,32488
NoHouse,78,32489
Building_176,79,32490
NoHouse,2,32491
Building_176,19,32492
NoHouse,27,32493
TaskBuilding_34,2,32494
Building_159,2,32495
NoHouse,3,32496
Building_159,2,32497
TaskBuilding_34,2,32498
Building_160,1,32499
NoHouse,3,32500
Building_160,3,32501
Building_159,1,32502
Building_160,1,32503
Building_159,7,32504
Building_160,2,32505
Building_159,9,32506
Building_160,174,32507
Building_159,54,32508
TaskBuilding_34,3,32509
Building_159,4,32510
TaskBuilding_34,2,32511
Building_159,14,32512
TaskBuilding_34,3,32513
Building_159,83,32514
Building_158,18,32515
NoHouse,2,32516
Building_158,2,32517
NoHouse,165,32518
Building_161,28,32523
NoHouse,2,32524
Building_161,4,32525
NoHouse,2,32526
Building_161,6,32527
NoHouse,32,32528
Building_157,4,32529
NoHouse,7,32530
Building_157,2,32531
NoHouse,2,32532
Building_157,4,32533
NoHouse,2,32534
Building_157,2,32535
NoHouse,33,32536
NoHit,67,32541
NoHouse,36,32542
Building_161,25,32543
NoHouse,2,32544
Building_161,5,32545
NoHouse,2,32546
Building_161,25,32547
NoHouse,102,32548
Building_161,21,32549
NoHouse,35,32550
NoHit,2,32551
Building_158,2,32552
NoHouse,2,32553
Building_158,4,32554
NoHouse,6,32555
Building_158,1,32556
NoHouse,6,32557
Building_159,21,32558
NoHouse,10,32559
Building_158,4,32560
NoHouse,74,32561
Building_158,15,32562
NoHouse,3,32563
NoHit,16,32564
Building_158,34,32565
Building_102,2,32568
NoHouse,58,32569
Building_159,30,32570
NoHouse,21,32571
Building_158,15,32572
NoHouse,47,32573
Building_162,1,32574
Building_161,11,32575
Building_162,1,32576
NoHouse,28,32577
Building_161,37,32578
NoHouse,4,32579
Building_162,21,32580
NoHouse,27,32581
Building_158,31,32582
Building_157,14,32583
TaskBuilding_5,8,32584
NoHouse,1,32585
Building_162,54,32586
TaskBuilding_35,5,32587
NoHouse,52,32588
Building_164,36,32589
Building_165,17,32590
Building_164,12,32591
NoHouse,19,32592
Building_162,15,32593
NoHouse,13,32594
Building_162,2,32595
NoHouse,2,32596
Building_162,84,32597
NoHouse,11,32598
Building_157,3,32599
NoHouse,5,32600
Building_157,2,32601
NoHouse,28,32602
Building_157,19,32603
NoHouse,2,32604
Building_157,13,32605
Building_158,29,32606
NoHouse,61,32607
Building_157,3,32608
NoHouse,7,32609
Building_157,3,32610
NoHouse,3,32611
Building_157,2,32612
NoHouse,80,32613
NoHit,4,32620
TaskBuilding_27,62,32621
NoHit,2,32622
NoHouse,6,32623
NoHit,18,32624
Building_101,8,32625
NoHouse,2,32626
Building_101,4,32627
NoHouse,6,32628
Building_101,8,32629
NoHouse,96,32630
Building_158,32,32631
Building_103,1,32632
Building_158,2,32633
Building_103,1,32634
NoHouse,1,32635
Building_102,4,32636
Building_103,2,32637
NoHouse,12,32638
NoHit,2,32639
Building_102,19,32640
NoHouse,2,32643
Building_102,2,32644
NoHouse,2,32645
Building_102,2,32646
NoHouse,6,32647
Building_103,1,32648
NoHouse,2,32649
TaskBuilding_19,2,32650
NoHouse,20,32651
Building_103,1,32652
NoHouse,19,32653
Building_103,2,32654
NoHouse,7,32655
Building_101,14,32656
NoHouse,118,32657
NoHit,27,32664
NoHouse,108,32665
Building_93,39,32666
NoHouse,41,32667
Building_176,10,32668
NoHouse,9,32669
TaskBuilding_34,4,32670
NoHouse,2,32671
TaskBuilding_34,2,32672
NoHouse,7,32673
TaskBuilding_34,20,32674
Building_158,24,32675
TaskBuilding_34,2,32676
NoHouse,6,32677
Building_92,2,32678
Building_102,37,32679
NoHouse,1,32680
Building_102,5,32681
NoHouse,10,32682
Building_101,32,32683
TaskBuilding_27,13,32684
NoHit,2,32685
NoHouse,2,32686
TaskBuilding_27,2,32687
NoHit,4,32688
NoHouse,14,32689
Building_100,1,32690
NoHouse,4,32691
Building_100,7,32692
NoHouse,5,32693
Building_100,7,32694
NoHouse,154,32695
NoHit,4,32696
TaskBuilding_27,2,32697
NoHouse,46,32698
TaskBuilding_30,13,32699
NoHouse,2,32700
